entry_time,exit_time,entry_price,exit_price,direction,net_pnl,fee,exit_reason,qty
2025-08-07 14:00:00,2025-08-07 15:00:00,3384.887,3388.296,BUY,32.489999999996506,1.6,新信号平仓,10
2025-08-07 15:00:00,2025-08-07 18:00:00,3387.893,3393.343,SELL,-56.09999999999818,1.6,止损,10
2025-08-07 23:00:00,2025-08-08 01:05:00,3405.235,3384.873,SELL,202.0200000000008,1.6,止盈,10
2025-08-11 02:00:00,2025-08-11 03:00:00,3377.547,3377.372,SELL,0.1500000000018189,1.6,新信号平仓,10
2025-08-11 03:00:00,2025-08-11 09:10:00,3377.233,3356.04,SELL,210.33000000000212,1.6,止盈,10
2025-08-11 13:00:00,2025-08-11 14:00:00,3356.842,3357.433,SELL,-7.509999999998945,1.6,新信号平仓,10
2025-08-11 14:00:00,2025-08-12 12:00:00,3358.682,3346.427,SELL,120.94999999999655,1.6,新信号平仓,10
2025-08-12 12:00:00,2025-08-12 12:45:00,3347.526,3358.004,SELL,-106.38000000000065,1.6,止损,10
2025-08-15 13:00:00,2025-08-18 03:30:00,3342.741,3347.988,SELL,-54.06999999999844,1.6,止损,10
2025-08-19 14:00:00,2025-08-19 23:50:00,3334.229,3313.888,SELL,201.80999999999895,1.6,止盈,10
2025-08-26 08:00:00,2025-08-26 15:20:00,3376.795,3382.328,SELL,-56.92999999999902,1.6,止损,10
2025-09-01 07:00:00,2025-09-01 07:15:00,3479.274,3474.208,BUY,-52.25999999999804,1.6,止损,10
2025-09-01 08:00:00,2025-09-02 00:25:00,3477.948,3483.025,SELL,-52.37000000000226,1.6,止损,10
2025-09-02 09:00:00,2025-09-02 10:35:00,3477.697,3484.775,SELL,-72.37999999999974,1.6,止损,10
2025-09-03 13:00:00,2025-09-03 13:05:00,3550.532,3555.723,SELL,-53.50999999999804,1.6,止损,10
2025-09-03 14:00:00,2025-09-03 17:40:00,3553.797,3574.303,BUY,203.4599999999986,1.6,止盈,10
2025-09-04 01:00:00,2025-09-04 02:35:00,3561.629,3540.677,SELL,207.9199999999977,1.6,止盈,10
2025-09-04 04:00:00,2025-09-04 06:20:00,3529.244,3534.424,SELL,-53.399999999998364,1.6,止损,10
2025-09-04 14:00:00,2025-09-04 14:05:00,3546.585,3540.91,BUY,-58.35000000000182,1.6,止损,10
2025-09-04 15:00:00,2025-09-04 15:50:00,3546.037,3552.217,SELL,-63.40000000000291,1.6,止损,10
2025-09-05 15:00:00,2025-09-05 16:00:00,3590.165,3595.704,SELL,-56.99000000000215,1.6,止损,10
2025-09-05 16:00:00,2025-09-05 16:05:00,3592.108,3597.278,SELL,-53.29999999999618,1.6,止损,10
2025-09-08 09:00:00,2025-09-08 13:40:00,3611.34,3631.575,BUY,200.74999999999673,1.6,止盈,10
2025-09-09 13:00:00,2025-09-09 14:30:00,3647.597,3641.927,BUY,-58.30000000000073,1.6,止损,10
2025-09-09 16:00:00,2025-09-09 22:25:00,3645.468,3624.124,SELL,211.84000000000052,1.6,止盈,10
2025-09-10 20:00:00,2025-09-11 01:20:00,3641.926,3647.26,SELL,-54.940000000002875,1.6,止损,10
2025-09-11 14:00:00,2025-09-11 14:15:00,3630.268,3636.626,SELL,-65.18000000000174,1.6,止损,10
2025-09-11 15:00:00,2025-09-12 02:25:00,3629.671,3649.858,BUY,200.27000000000353,1.6,止盈,10
2025-09-12 13:00:00,2025-09-12 13:30:00,3645.455,3650.467,SELL,-51.72000000000171,1.6,止损,10
2025-09-17 06:00:00,2025-09-17 06:35:00,3679.29,3673.901,BUY,-55.49000000000124,1.6,止损,10
2025-09-19 02:00:00,2025-09-19 05:00:00,3639.938,3660.167,BUY,200.68999999999815,1.6,止盈,10
2025-09-22 02:00:00,2025-09-22 06:35:00,3689.324,3713.384,BUY,238.99999999999946,1.6,止盈,10
2025-09-22 13:00:00,2025-09-22 14:00:00,3721.682,3718.162,SELL,33.59999999999982,1.6,新信号平仓,10
2025-09-22 14:00:00,2025-09-22 15:20:00,3722.378,3729.366,SELL,-71.47999999999828,1.6,止损,10
2025-09-23 14:00:00,2025-09-23 17:00:00,3783.937,3779.82,SELL,39.56999999999734,1.6,新信号平仓,10
2025-09-23 17:00:00,2025-09-23 18:55:00,3779.33,3756.836,SELL,223.34000000000142,1.6,止盈,10
2025-09-25 07:00:00,2025-09-25 10:00:00,3741.136,3757.876,BUY,165.80000000000237,1.6,新信号平仓,10
2025-09-25 10:00:00,2025-09-25 12:00:00,3757.031,3752.473,SELL,43.979999999999926,1.6,新信号平仓,10
2025-09-25 12:00:00,2025-09-25 12:50:00,3753.079,3732.626,SELL,202.92999999999975,1.6,止盈,10
2025-09-25 14:00:00,2025-09-25 15:00:00,3733.882,3728.623,SELL,50.990000000000144,1.6,新信号平仓,10
2025-09-25 15:00:00,2025-09-25 15:15:00,3731.564,3737.45,SELL,-60.459999999999674,1.6,止损,10
