entry_time,exit_time,entry_price,exit_price,direction,net_pnl,fee,exit_reason,qty
2025-05-27 09:00:00,2025-05-27 10:00:00,3298.63,3298.555,BUY,-2.3500000000027286,1.6,新信号平仓,10
2025-05-27 10:00:00,2025-05-27 11:15:00,3296.309,3290.845,BUY,-56.24000000000397,1.6,止损,10
2025-05-27 14:00:00,2025-05-27 15:00:00,3295.335,3300.538,BUY,50.429999999999744,1.6,新信号平仓,10
2025-05-27 15:00:00,2025-05-27 19:30:00,3299.904,3305.365,SELL,-56.209999999997855,1.6,止损,10
2025-05-28 03:00:00,2025-05-28 03:20:00,3302.48,3296.032,BUY,-66.07999999999865,1.6,止损,10
2025-05-28 07:00:00,2025-05-28 07:40:00,3308.333,3317.553,SELL,-93.799999999998,1.6,止损,10
2025-05-28 23:00:00,2025-05-28 23:05:00,3286.631,3277.235,BUY,-95.5599999999973,1.6,止损,10
2025-05-29 02:00:00,2025-05-29 02:40:00,3263.589,3269.563,SELL,-61.3400000000016,1.6,止损,10
2025-05-29 17:00:00,2025-05-29 19:35:00,3322.32,3316.772,BUY,-57.08000000000229,1.6,止损,10
2025-05-30 02:00:00,2025-05-30 02:20:00,3310.02,3302.127,BUY,-80.53000000000029,1.6,止损,10
2025-05-30 07:00:00,2025-05-30 13:50:00,3301.867,3281.19,SELL,205.17000000000135,1.6,止盈,10
2025-06-02 01:00:00,2025-06-02 05:10:00,3311.515,3318.789,SELL,-74.34000000000341,1.6,止损,10
2025-06-03 02:00:00,2025-06-03 06:00:00,3372.638,3365.274,SELL,72.04000000000033,1.6,新信号平仓,10
2025-06-03 06:00:00,2025-06-03 13:00:00,3364.971,3361.165,SELL,36.4600000000004,1.6,新信号平仓,10
2025-06-03 13:00:00,2025-06-03 14:00:00,3359.461,3335.882,SELL,234.18999999999724,1.6,止盈,10
2025-06-03 15:00:00,2025-06-03 16:05:00,3346.556,3352.112,SELL,-57.1600000000004,1.6,止损,10
2025-06-04 08:00:00,2025-06-04 11:20:00,3354.74,3349.267,BUY,-56.329999999999565,1.6,止损,10
2025-06-09 14:00:00,2025-06-09 14:10:00,3319.329,3325.797,SELL,-66.27999999999847,1.6,止损,10
2025-06-09 15:00:00,2025-06-10 00:50:00,3320.916,3315.757,BUY,-53.190000000001056,1.6,止损,10
2025-06-10 12:00:00,2025-06-10 14:50:00,3333.879,3327.97,BUY,-60.690000000001056,1.6,止损,10
2025-06-11 00:00:00,2025-06-11 00:35:00,3327.961,3333.939,SELL,-61.380000000000656,1.6,止损,10
2025-06-11 13:00:00,2025-06-11 13:55:00,3336.866,3330.084,BUY,-69.42000000000152,1.6,止损,10
2025-06-12 07:00:00,2025-06-12 07:35:00,3375.043,3353.324,SELL,215.59000000000052,1.6,止盈,10
2025-06-12 17:00:00,2025-06-12 17:20:00,3383.821,3378.805,BUY,-51.760000000000765,1.6,止损,10
2025-06-13 06:00:00,2025-06-13 08:00:00,3426.085,3416.953,SELL,89.72000000000062,1.6,新信号平仓,10
2025-06-13 08:00:00,2025-06-13 08:05:00,3414.919,3419.988,SELL,-52.2899999999996,1.6,止损,10
2025-06-13 14:00:00,2025-06-13 14:10:00,3436.973,3429.515,BUY,-76.18000000000083,1.6,止损,10
2025-06-17 04:00:00,2025-06-17 04:45:00,3387.619,3395.097,SELL,-76.38000000000065,1.6,止损,10
2025-06-17 15:00:00,2025-06-17 17:30:00,3385.072,3390.5,SELL,-55.87999999999884,1.6,止损,10
2025-06-18 15:00:00,2025-06-18 15:55:00,3386.985,3392.801,SELL,-59.75999999999804,1.6,止损,10
2025-06-19 10:00:00,2025-06-19 10:25:00,3370.337,3376.079,SELL,-59.02000000000189,1.6,止损,10
2025-06-19 14:00:00,2025-06-20 03:05:00,3369.609,3348.886,SELL,205.62999999999957,1.6,止盈,10
2025-06-20 04:00:00,2025-06-20 08:00:00,3355.6,3347.733,SELL,77.06999999999735,1.6,新信号平仓,10
2025-06-20 08:00:00,2025-06-20 13:50:00,3347.718,3372.103,BUY,242.2500000000022,1.6,止盈,10
2025-06-23 06:00:00,2025-06-23 08:20:00,3356.879,3362.017,SELL,-52.9799999999992,1.6,止损,10
2025-06-23 17:00:00,2025-06-23 20:45:00,3389.875,3369.186,SELL,205.2899999999985,1.6,止盈,10
2025-06-25 08:00:00,2025-06-25 09:05:00,3330.718,3324.396,BUY,-64.81999999999661,1.6,止损,10
2025-06-25 13:00:00,2025-06-25 13:10:00,3320.683,3314.931,BUY,-59.11999999999953,1.6,止损,10
2025-06-26 14:00:00,2025-06-26 15:00:00,3319.953,3321.149,SELL,-13.559999999999127,1.6,新信号平仓,10
2025-06-26 15:00:00,2025-06-26 15:50:00,3318.514,3324.221,SELL,-58.6699999999988,1.6,止损,10
2025-06-27 07:00:00,2025-06-27 12:05:00,3295.06,3274.084,SELL,208.16000000000113,1.6,止盈,10
2025-06-27 14:00:00,2025-06-27 15:00:00,3274.293,3273.43,SELL,7.030000000002838,1.6,新信号平仓,10
2025-06-27 15:00:00,2025-06-27 16:25:00,3272.507,3277.823,SELL,-54.75999999999804,1.6,止损,10
2025-06-27 18:00:00,2025-06-27 18:30:00,3277.463,3271.346,BUY,-62.77000000000189,1.6,止损,10
2025-06-30 10:00:00,2025-06-30 16:10:00,3287.889,3293.412,SELL,-56.829999999996836,1.6,止损,10
2025-07-01 14:00:00,2025-07-02 01:00:00,3351.656,3342.32,SELL,91.75999999999786,1.6,新信号平仓,10
2025-07-02 01:00:00,2025-07-02 01:30:00,3339.106,3333.909,BUY,-53.570000000001166,1.6,止损,10
2025-07-08 16:00:00,2025-07-08 17:00:00,3298.311,3304.894,SELL,-67.42999999999628,1.6,止损,10
2025-07-10 15:00:00,2025-07-11 00:35:00,3315.018,3335.495,BUY,203.16999999999862,1.6,止盈,10
2025-07-11 07:00:00,2025-07-11 12:40:00,3332.455,3352.551,BUY,199.36000000000004,1.6,止盈,10
2025-07-11 16:00:00,2025-07-11 16:40:00,3358.945,3353.689,BUY,-54.16000000000313,1.6,止损,10
2025-07-15 14:00:00,2025-07-15 15:30:00,3346.695,3326.221,SELL,203.1400000000016,1.6,止盈,10
2025-07-15 17:00:00,2025-07-16 03:50:00,3329.359,3334.596,SELL,-53.9700000000008,1.6,止损,10
2025-07-16 16:00:00,2025-07-17 01:05:00,3343.608,3338.423,BUY,-53.450000000004,1.6,止损,10
2025-07-21 14:00:00,2025-07-22 13:00:00,3388.605,3409.751,BUY,209.86000000000186,1.6,止盈,10
2025-07-23 01:00:00,2025-07-23 01:30:00,3428.913,3423.857,BUY,-52.1600000000004,1.6,止损,10
2025-07-24 04:00:00,2025-07-24 09:25:00,3383.727,3363.21,SELL,203.56999999999826,1.6,止盈,10
2025-08-01 14:00:00,2025-08-01 15:00:00,3342.286,3344.761,BUY,23.14999999999909,1.6,新信号平仓,10
2025-08-01 15:00:00,2025-08-04 11:20:00,3345.958,3367.83,BUY,217.11999999999844,1.6,止盈,10
2025-08-04 13:00:00,2025-08-04 13:10:00,3367.87,3373.303,SELL,-55.92999999999993,1.6,止损,10
2025-08-07 13:00:00,2025-08-07 14:00:00,3380.78,3383.915,BUY,29.749999999997634,1.6,新信号平仓,10
