entry_time,exit_time,entry_price,exit_price,direction,net_pnl,fee,qty,exit_reason
2025-08-01 14:00:00,2025-08-04 13:04:00,3342.286,3372.313,BUY,298.6700000000004,1.6,10,止盈
2025-08-07 15:00:00,2025-08-07 23:00:00,3387.893,3406.229,SELL,-184.95999999999785,1.6,10,新信号平仓
2025-08-07 23:00:00,2025-08-11 01:07:00,3405.235,3374.66,SELL,304.1500000000027,1.6,10,止盈
2025-08-11 02:00:00,2025-08-11 12:30:00,3377.547,3345.447,SELL,319.39999999999907,1.6,10,止盈
2025-09-04 04:00:00,2025-09-04 14:00:00,3529.244,3542.146,SELL,-130.62000000000043,1.6,10,新信号平仓
2025-09-04 14:00:00,2025-09-05 12:31:00,3546.585,3576.878,BUY,301.3300000000012,1.6,10,止盈
2025-09-05 15:00:00,2025-09-08 10:14:00,3590.165,3621.01,SELL,-310.05000000000257,1.6,10,止损
2025-09-09 16:00:00,2025-09-11 09:15:00,3645.468,3615.287,SELL,300.2100000000004,1.6,10,止盈
2025-09-11 14:00:00,2025-09-15 13:38:00,3630.268,3660.507,SELL,-303.99000000000035,1.6,10,止损
2025-09-19 02:00:00,2025-09-19 15:12:00,3639.938,3670.429,BUY,303.30999999999983,1.6,10,止盈
2025-09-23 17:00:00,2025-09-24 15:31:00,3779.33,3748.664,SELL,305.0599999999971,1.6,10,止盈
