entry_time,exit_time,entry_price,exit_price,direction,net_pnl,fee,qty,exit_reason
2025-08-01 14:00:00,2025-08-01 20:39:00,3342.286,3362.38,BUY,199.34000000000052,1.6,10,止盈
2025-08-07 15:00:00,2025-08-07 23:00:00,3387.893,3406.229,SELL,-184.95999999999785,1.6,10,新信号平仓
2025-08-07 23:00:00,2025-08-08 01:08:00,3405.235,3385.159,SELL,199.16000000000022,1.6,10,止盈
2025-08-11 02:00:00,2025-08-11 09:09:00,3377.547,3357.529,SELL,198.5800000000003,1.6,10,止盈
2025-09-04 04:00:00,2025-09-04 14:00:00,3529.244,3542.146,SELL,-130.62000000000043,1.6,10,新信号平仓
2025-09-04 14:00:00,2025-09-05 12:30:00,3546.585,3574.16,BUY,274.14999999999816,1.6,10,止盈
2025-09-05 15:00:00,2025-09-08 12:56:00,3590.165,3626.091,SELL,-360.85999999999933,1.6,10,止损
2025-09-09 16:00:00,2025-09-09 22:29:00,3645.468,3624.124,SELL,211.84000000000052,1.6,10,止盈
2025-09-11 14:00:00,2025-09-15 15:08:00,3630.268,3665.308,SELL,-351.99999999999966,1.6,10,止损
2025-09-19 02:00:00,2025-09-19 05:02:00,3639.938,3659.971,BUY,198.72999999999902,1.6,10,止盈
2025-09-23 17:00:00,2025-09-23 18:58:00,3779.33,3759.196,SELL,199.74000000000015,1.6,10,止盈
